Land;Jahr;Anteil_BIP_Prozent;Militaerausgaben_Mio_USD_konst2023;Quelle
Schweiz;2019;0,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweiz;2020;0,76;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweiz;2021;0,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweiz;2022;0,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweiz;2023;0,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Schweiz;2024;0,71;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Senegal;2015;1,7;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Senegal;2016;1,73;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Senegal;2017;1,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Senegal;2018;1,73;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Senegal;2019;1,66;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Senegal;2020;1,61;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Senegal;2021;1,64;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Senegal;2022;1,76;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Senegal;2023;1,88;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Senegal;2024;1,9;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Serbien;2015;1,55;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Serbien;2016;1,48;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Serbien;2017;1,56;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Serbien;2018;2,07;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Serbien;2019;2,06;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Serbien;2020;2,03;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Serbien;2021;2,05;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Serbien;2022;2,23;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Serbien;2023;2,41;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Serbien;2024;2,48;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Singapur;2015;3,11;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Singapur;2016;3,04;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Singapur;2017;3,04;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Singapur;2018;3,13;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Singapur;2019;3,02;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Singapur;2020;3,22;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Singapur;2021;2,94;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Singapur;2022;2,92;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Singapur;2023;2,83;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Singapur;2024;2,9;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowakei;2015;1,12;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowakei;2016;1,2;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowakei;2017;1,1;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowakei;2018;1,23;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowakei;2019;1,74;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowakei;2020;1,89;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowakei;2021;1,73;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowakei;2022;1,81;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowakei;2023;1,96;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowakei;2024;2,17;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowenien;2015;0,93;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowenien;2016;0,9;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowenien;2017;0,88;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowenien;2018;0,97;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowenien;2019;1,04;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowenien;2020;1,1;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowenien;2021;1,22;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowenien;2022;1,35;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowenien;2023;1,35;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Slowenien;2024;1,54;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Spanien;2015;0,9;12285;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Spanien;2016;0,82;11634;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Spanien;2017;0,9;13050;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Spanien;2018;0,93;13909;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Spanien;2019;0,9;13751;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Spanien;2020;1,0;14755;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Spanien;2021;1,02;15384;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Spanien;2022;1,01;15834;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Spanien;2023;1,26;20100;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Spanien;2024;1,28;21100;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sri Lanka;2015;2,31;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sri Lanka;2016;2,44;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sri Lanka;2017;2,28;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sri Lanka;2018;1,96;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sri Lanka;2019;1,81;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sri Lanka;2020;1,99;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sri Lanka;2021;1,94;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sri Lanka;2022;1,64;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sri Lanka;2023;1,67;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sri Lanka;2024;1,7;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sudan;2015;1,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sudan;2016;1,92;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sudan;2017;1,84;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sudan;2018;1,97;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sudan;2019;1,86;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sudan;2020;1,99;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sudan;2021;2,42;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sudan;2022;2,15;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sudan;2023;2,2;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Sudan;2024;2,25;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedafrika;2015;1,12;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedafrika;2016;1,11;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedafrika;2017;1,02;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedafrika;2018;1,0;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedafrika;2019;0,96;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedafrika;2020;1,08;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedafrika;2021;0,97;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedafrika;2022;0,92;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedafrika;2023;0,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedafrika;2024;0,74;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedkorea;2015;2,63;33500;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedkorea;2016;2,6;34900;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedkorea;2017;2,58;36600;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedkorea;2018;2,55;39200;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedkorea;2019;2,65;43900;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedkorea;2020;2,8;45700;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedkorea;2021;2,62;44700;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedkorea;2022;2,64;46400;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedkorea;2023;2,63;47600;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Suedkorea;2024;2,6;47600;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Syrien;2015;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Syrien;2016;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Syrien;2017;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Syrien;2018;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Syrien;2019;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Syrien;2020;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Syrien;2021;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Syrien;2022;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Syrien;2023;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Syrien;2024;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Taiwan;2015;1,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Taiwan;2016;1,73;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Taiwan;2017;1,84;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Taiwan;2018;1,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Taiwan;2019;1,8;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Taiwan;2020;2,07;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Taiwan;2021;2,11;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Taiwan;2022;2,14;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Taiwan;2023;2,55;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Taiwan;2024;2,45;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tansania;2015;1,1;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tansania;2016;1,14;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tansania;2017;1,17;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tansania;2018;1,14;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tansania;2019;1,18;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tansania;2020;1,24;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tansania;2021;1,19;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tansania;2022;1,1;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tansania;2023;1,12;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tansania;2024;1,14;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Thailand;2015;1,43;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Thailand;2016;1,45;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Thailand;2017;1,41;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Thailand;2018;1,3;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Thailand;2019;1,32;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Thailand;2020;1,36;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Thailand;2021;1,4;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Thailand;2022;1,34;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Thailand;2023;1,3;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Thailand;2024;1,33;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tschechien;2015;1,0;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tschechien;2016;0,96;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tschechien;2017;1,04;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tschechien;2018;1,13;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tschechien;2019;1,19;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tschechien;2020;1,38;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tschechien;2021;1,41;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tschechien;2022;1,39;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tschechien;2023;1,5;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tschechien;2024;1,56;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tuerkei;2015;1,83;10618;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tuerkei;2016;1,94;11107;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tuerkei;2017;2,09;12128;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tuerkei;2018;2,08;12120;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tuerkei;2019;1,88;10926;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tuerkei;2020;1,88;10936;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tuerkei;2021;1,62;9414;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tuerkei;2022;1,31;7614;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tuerkei;2023;1,38;8022;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tuerkei;2024;1,59;9234;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tunesien;2015;2,27;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tunesien;2016;2,42;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tunesien;2017;2,45;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tunesien;2018;2,33;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tunesien;2019;2,63;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tunesien;2020;2,8;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tunesien;2021;2,96;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tunesien;2022;2,8;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tunesien;2023;2,66;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Tunesien;2024;2,7;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
USA;2015;3,21;623450;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
USA;2016;3,17;634700;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
USA;2017;3,15;649800;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
USA;2018;3,24;682400;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
USA;2019;3,39;731800;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
USA;2020;3,74;817800;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
USA;2021;3,54;800300;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
USA;2022;3,45;800900;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
USA;2023;3,38;820300;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
USA;2024;3,38;997000;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uganda;2015;1,26;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uganda;2016;1,35;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uganda;2017;1,4;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uganda;2018;1,37;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uganda;2019;1,52;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uganda;2020;1,98;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uganda;2021;2,15;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uganda;2022;2,24;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uganda;2023;2,2;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uganda;2024;2,22;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ukraine;2015;3,38;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ukraine;2016;3,41;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ukraine;2017;3,28;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ukraine;2018;3,71;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ukraine;2019;3,39;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ukraine;2020;3,99;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ukraine;2021;3,59;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ukraine;2022;36,74;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ukraine;2023;37,01;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ukraine;2024;35,25;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ungarn;2015;0,9;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ungarn;2016;0,9;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ungarn;2017;1,01;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ungarn;2018;1,0;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ungarn;2019;1,25;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ungarn;2020;1,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ungarn;2021;1,64;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ungarn;2022;1,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ungarn;2023;2,08;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Ungarn;2024;2,1;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uruguay;2015;1,93;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uruguay;2016;1,98;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uruguay;2017;2,09;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uruguay;2018;2,05;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uruguay;2019;2,01;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uruguay;2020;2,25;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uruguay;2021;2,08;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uruguay;2022;1,94;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uruguay;2023;1,87;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Uruguay;2024;1,9;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Usbekistan;2015;2,75;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Usbekistan;2016;2,01;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Usbekistan;2017;1,86;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Usbekistan;2018;2,97;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Usbekistan;2019;1,88;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Usbekistan;2020;2,12;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Usbekistan;2021;2,0;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Usbekistan;2022;1,59;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Usbekistan;2023;1,46;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Usbekistan;2024;1,5;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
VAE;2015;5,61;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
VAE;2016;5,68;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
VAE;2017;5,6;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
VAE;2018;5,58;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
VAE;2019;5,34;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
VAE;2020;5,59;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
VAE;2021;5,62;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
VAE;2022;5,28;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
VAE;2023;4,5;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
VAE;2024;4,7;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Venezuela;2015;1,05;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Venezuela;2016;0,56;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Venezuela;2017;0,43;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Venezuela;2018;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Venezuela;2019;0,36;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Venezuela;2020;0,27;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Venezuela;2021;0,34;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Venezuela;2022;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Venezuela;2023;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Venezuela;2024;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Vietnam;2015;2,37;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Vietnam;2016;2,36;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Vietnam;2017;2,29;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Vietnam;2018;2,3;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Vietnam;2019;2,17;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Vietnam;2020;2,35;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Vietnam;2021;2,24;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Vietnam;2022;2,31;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Vietnam;2023;2,19;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Vietnam;2024;2,2;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zimbabwe;2015;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zimbabwe;2016;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zimbabwe;2017;k.A.;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zimbabwe;2018;1,5;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zimbabwe;2019;0,73;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zimbabwe;2020;0,98;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zimbabwe;2021;0,75;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zimbabwe;2022;0,63;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zimbabwe;2023;0,71;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zimbabwe;2024;0,73;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zypern;2015;1,65;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zypern;2016;1,73;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zypern;2017;1,6;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zypern;2018;1,77;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zypern;2019;1,84;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zypern;2020;1,72;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zypern;2021;1,86;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zypern;2022;1,79;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zypern;2023;1,84;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
Zypern;2024;1,9;k.A.;SIPRI Military Expenditure Database / defensebudget.org / Weltbank
